player,tID,team,role,cluster,is_handling,possessionID
DFL-OBJ-J01CP5,DFL-CLU-00000P,Home,Defender,5,False,J03WOH_Home_197
DFL-OBJ-0000NZ,DFL-CLU-00000P,Home,Defender,1,True,J03WOH_Home_199
DFL-OBJ-002G2Y,DFL-CLU-000011,Away,Midfielder,1,False,J03WOH_Home_208
DFL-OBJ-002GNH,DFL-CLU-000011,Away,Goalkeeper,1,False,J03WOH_Home_208
DFL-OBJ-J01CP5,DFL-CLU-00000P,Home,Defender,1,False,J03WOH_Home_212
DFL-OBJ-J0130T,DFL-CLU-00000P,Home,Midfielder,1,True,J03WOH_Home_214
DFL-OBJ-0000F8,DFL-CLU-00000P,Home,Midfielder,1,False,J03WOH_Home_216
DFL-OBJ-0026UQ,DFL-CLU-000011,Away,Defender,1,False,J03WOH_Home_216
DFL-OBJ-J014UG,DFL-CLU-00000P,Home,Defender,1,True,J03WOH_Home_219
DFL-OBJ-J01CP5,DFL-CLU-00000P,Home,Defender,1,False,J03WOH_Home_221
DFL-OBJ-0026UQ,DFL-CLU-000011,Away,Defender,1,False,J03WOH_Home_223
DFL-OBJ-0028FW,DFL-CLU-00000P,Home,Goalkeeper,2,False,J03WOH_Home_223
